subjek,video_id,video_title,author,comment,like_count,published_at
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@adinugroho5285,Ketidak puasan rakyat menyasar jokowi dan kelompoknya.,0,2025-10-15T01:35:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@TriPurnamawati-s6i,Gembal gembul sok,0,2025-10-15T01:02:36Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@WiyonoRizki-ej6ob,Bahkan gelombang buat jatuhin pak Purbaya tipis tipis udah keliatan jir,0,2025-10-15T00:58:56Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@HasanRamli-f3c,Guru cabul !!,0,2025-10-14T22:51:31Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@sasteradiningrat8175,"Sebagai masyarakat yg bijak klu ada pejabat kita yang pro rakyat atau jujur seharusnya seluruh warga masyarakat menjadi tamen atau benteng klual ada kelompok kelompok yg ingin menjatuhkan ""tidak ada yg TDK mungkin klu seluruh masyarakat bersatu""",0,2025-10-14T22:30:26Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@daniq1136,"Makanya nanti jika Kementerian Keuangan dilemahkan oleh opini² buzzer milik mafia, Kita Rakyat Indonesia jgn ikut² menyerang Kementerian Keuangan RI....apalagi sampai menyalahkan Pak Purbaya dan Pak Prabowo. Karna itulah tujuan mafia²....kl sampai mereka menang maka Indonesia akan terus sengsara Karna ulah mafia.
Dukung penuh Pemerintah Kita yg sedang berperang melawan para mafia² bajingan di Negeri Ibu Pertiwi ini...!!",0,2025-10-14T20:00:29Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Agg104,Gembul buzzer,0,2025-10-14T19:27:26Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@hermanmnur8200,Sy ga respek gaya purbaya persis jurus dewa mabok,0,2025-10-14T18:59:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@WawanSetiawan-g4p6s,"Ngeri ya bajingan2  koruptor d Indonesia, pantes g d sah2 kan uu perampasan aset, aplg hukuman mati, rakyat pada sengsara g peduli mereka koruptor jahanam, salah satunya harus hukum rimba,  siapa yg korupsi milyaran pling rendah, dimana mereka d tahan, bunuh aj tu koruptor rame2 rakyat datangi penjara hotel koruptor , harus ribuan yg datang polisi g bklan mampu, menghalangi",0,2025-10-14T16:47:29Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Ciggarete-d2r,"Negara ini sudah harus segera Di selamat kan…… semoga RI1 dan bawaahannya yg amanah dan jujur di beri perlindungan , aamin",0,2025-10-14T16:36:51Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@muqtafanadzri4928,Bruuuuuuuuuuut numpang dagang nyari duiiiit,0,2025-10-14T16:08:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@balad_kdm-ind,Sri Mul Simanusia vampire ....cuih,0,2025-10-14T15:26:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@DidingJuwanda-fc1nx,susah klo janji manusia yg di pegang ucapannya...tapi kalau anjing bisa pake tambang di kebet,0,2025-10-14T14:52:38Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@parmankurma2643,"Mending Pak Purbaya 
Daripada Sri Mulyani",0,2025-10-14T13:42:41Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@budiutomo5628,b a c o t,0,2025-10-14T13:30:29Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@edrian1495,Waspada …jangan Sampai tergiring Prediksi Syirik orang Munafik.Berbahaya dan Beresiko di Hari Akhir Nantinys.,0,2025-10-14T13:28:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@PemburuDolar-h2d,Coba dengar kan dongeng dari gembul,0,2025-10-14T13:10:42Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@NardiNardi-v4u,Pak prabowo memang hebat bisa menemukan orang yg genius jujur fan pro rakyat   inilah  sosok monster penghancur koruptor,0,2025-10-14T13:04:36Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@moseskelen1071,ini baru GURU bukan GURU baru,0,2025-10-14T12:58:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Anonymous92682,Bagaimana ini kl tunjangan ASN apalagi guru cuma 50% Lah gimna dengan guru ASN yg bertugas di pedalaman dan diperbatasan?? 😢😢😢,0,2025-10-14T12:46:12Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@nurwiahwiah9908,"Yg penting prabowo ingin membrantas korupsi, dan purbaya orang yg bersih dari korupsi semoga indonedia jaya dan makmur.",0,2025-10-14T12:46:11Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@lilinbakar8114,"Yang di khawatirkan nasibnya sama kayak ahok dulu, saking terlalu semangat menegakkan kebenaran malah disingkirkan dengan mudah oleh pihak yang tidak suka dengan ketegasan beliau",0,2025-10-14T12:35:43Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ShaheedFikar,Kenapa sekarang guru gembul malah muji Prabowo kemaren lain sekarang kok lain lagi,0,2025-10-14T12:22:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@muslicha4301,"Semoga Allah Swt melindungi bpk menkeu Pak Purbaya,belio orang yg cerdas",0,2025-10-14T11:05:23Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@salmansudiman76,0.25: anda prediksi keramput yggak masuk akal digulingkannya Presiden Prabowo.....mereka akan dilawan oleh rakyat dan anda gembul jadi salah satunya ya.....,0,2025-10-14T10:42:15Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@sandriahmad6244,Cocot guru gemblung,0,2025-10-14T10:23:15Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@riadioktoviani2087,Sesuai dengan paradox indonesia 😂,0,2025-10-14T10:13:32Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@PasundanRakeyanSantjang,"Punten Pa Guru, Alhamdulillah sekarang sudah muncul dua putra Sunda Galuh/ Pajajaran yaitu Bapak KDM dan Pa Purbaya yang menurut saya mempunyai jiwa Prabu Wangi Lingga Buana yang berani mati pada tragedi Bubat demi tegak berdiri nya negara berdaulat, serta arah kebijakan pembangunan seperti Prabu Siliwangi Nisakala Wastu Kancana atau Prabu Siliwangi Sri Baduga Maharaja yang menginginkan rakyat nya gemah ripah repeh rapih",1,2025-10-14T09:17:45Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@niningfres8264,"Semoga semua para mafia segera lenyap dari Indonesia,agar SUMBER DAYA ALAM  Indonesia bisa dinikmati seluruh rakyat Indonesia.Mungkin selama ini hanya mafia yang kaya raya ,gantian rakyat yang menikmati kekayaan Indonesia 🎉🎉🎉",0,2025-10-14T08:31:34Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@hendys922,Mafia migas pantes si bahllol gk di geser²,0,2025-10-14T08:13:34Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ebitsetiawan9535,"Pola pikir Gembul Mirip dgn IDEOLOGI PKI..
tak sadar cara dia bicara menyatakan pemahaman, ideologi, pola pikir dan kepentingan yg d bicarakan terkesan paling wow..
Coba berpikir sehat andia d putar posis yg d bicarakan dgn Gembul apa dgn yg ia bicarakan sma tdk..",0,2025-10-14T07:39:43Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@HananPrasetyo-v3l,Belum berdampak pada pedagang kecil,0,2025-10-14T07:13:28Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@r.endehrukmini902,Yg terkutuk orang korup .jahat.p Pur mah dilindungi Allah pro rakyat.keren.,0,2025-10-14T06:55:32Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@izwansaputra4477,"Btw pak purbaya sama pak prabowo , entah kenapaa lulusan luar negeri pemikiran cerdas, dari pada lokal, dan tidak rendah pemikiran itu pak guru, tapi aq yakin tujuan dia buat sabotase sarang bwaj1ngan,",0,2025-10-14T06:32:52Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@inovasi2172,"Berpikir positif lebih menenteramkan, memilih kebenaran adalah kewajiban. Hasil kita pasrahkan kpd Allah.
Guru Gembul tidak selalu benar, melampaui kuasa Allah.
Banyak istighfar.",0,2025-10-14T06:10:07Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Rajawali_999,"Yg buat berita gini2an , biasanya projo dan termul....",0,2025-10-14T05:22:18Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@rudieko3619,Itu hanya logika guru gembol.... aslinya jg g begitu,0,2025-10-14T05:08:43Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@andrichannel4131,Guru gembuk ini background nya apa sich ...kok bisa menganalisa byk hal. Ujung2nya prasangka buruk ...sedangkan Islam TDK mengajarkan prasangka.,0,2025-10-14T04:24:28Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@sitimaryati6173,"Kena apa sih kok judulnya mentri ter kutuk ? Ya 
Alloh lindungilah pak purbaya dañ semua keluarganya",0,2025-10-14T04:16:10Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@SlametKiromi-cl2ln,اللهم سلم اندونيسيا. وسلم الراعية والروعية.. وسلم شعبنا وسلمهم من افات الدنياو من مسيح ا لدجال..,0,2025-10-14T04:10:37Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@najwatyas2496,Tapi kue yang ber masalah,0,2025-10-14T03:53:28Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@suhartonomashar3019,Sementara menteri hitam yang sering blunder masih tetap dipelihara...kenapa??,0,2025-10-14T03:18:28Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@watinitempeh8511,Bpk.dido'akan rakyat seluruh indonesia agar bpk.dilindungi Alloh Swt perjuangan bpk.untuk rakyat diridhoi Alloh.,0,2025-10-14T02:02:24Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@AliBaston-h7b,guru gembul pengkianat.,0,2025-10-14T01:55:37Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Awaluddin-z6d1v,Subhanallah❤❤❤❤,0,2025-10-14T01:53:38Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Aabowatsu,Beliau banyak belajar dari mertuanya yang berkuasa 36 tahun,0,2025-10-14T01:49:45Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Cookingheals,Pak gugem juga buzzerin pak purbaya ini😂,0,2025-10-13T23:17:32Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@jaminto3939,Yg jadi korban adalah kepentingan rakyat yg terabaikan,0,2025-10-13T23:09:28Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@boimkropak3754,"Yg jenius itu bkn pk wowor,,tp ada org yg memainkan di blkg pk wowor. Dan pk purbaya itu hnya bgs di awal,,tp nanti nya bakal ketahuan aslinya.
Kita lihat sj bersama ya,,",0,2025-10-13T23:05:05Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@maulidiahida-km3il,Pertanyaannya apakah sri mulyani n jokowi dulu pada posisi yg sama spt prabowo n purbaya?? Dlm tekanan mafia?,0,2025-10-13T22:26:35Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@sardisardi1546,"Weleh gembul komennya cuma omdo,",0,2025-10-13T20:56:13Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@resturday,17:54,0,2025-10-13T18:30:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@tridjatmanto8087,Gembul gomballin.,0,2025-10-13T18:14:03Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@gondrongari8465,Pak prabowo ahli strategi disetiap bidang ahli ekonomi militer genius presidenku❤❤❤❤❤,0,2025-10-13T17:55:48Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@8204awan,"NIH STATEMENT PALING MENOHOK SIMAX:
BANYAK NEGARA YG SUMBER DAYA ALAMNYA TERBATAS NAMUN PEMERINTAH YG ""REAL SUCI"" BISA MENCARI PELUANG  ATAS DASAR KEMANUSIAAN KEPADA RAKYATNYA SESAMA MANUSIA YG INGIN BAHAGIA, HIDUP MUDAH AMBIL CONTOH SINGAPURA NEGARA KECIL BGT TP KAYA. 
NAH SEKARANG ANDA RAKYAT PINTAR,, KALAU INDONESIA BEBERAPA TAHUN KEDEPAN BISA MAKMUR BERSAING DGN JENDELA GLOBAL MAKA SAAT INI JANGAN SOK KENAL SOK AKRAB DGN MENGAGUNGKAN NAMANYA ATAS SIKAP DAN JANJI MANISNYA PEJABAT YG OMON2  ""SOK SUCI"", KECUALI ANDA YG BARU MELEK DENGAN KAMPUNG YG SEDERHANA ANDA SDH MERASA CUKUP, TP KENYATAANNYA EKONOMI SULIT, RUPIAH SDH MULAI TDK BERARTI, 1 LEMBAR PECAHAN RUPIAH TERBESAR 100.000 HANYA CUKUP UNTUK 1 ORANG DLM 1 HARI KECUALI ANDA NGIRIT DAN TDK TAHU DI DUNIA LAIN HIDUP MUDAH DAN TERJANGKAU. 
BUKAN MENGHINDARI AJARAN RASUL TENTANG KESEDERHANAAN, NAMUN NYATANYA KITA DIBAWA ARUS REZIM LOKAL & GLOBAL UNTUK HIDUP LAYAK DAN HIDUP MUDAH,  DAN FATAMORGANA NYA KITA DI AJARI UNTUK JIWA KETIMURAN, SABAR, DAN SUKURI YG ADA, JADI AJARAN AGAMA YG DISULAP AGAR JADI DALIL SUCI NYOPET DIBELAKANG.

ANDA MERASA SUSAH MELIHAT PERBANDINGAN HIDUP ORG DI NEGARA MAJU?? YA ITU JAWABANNYA INDONESIA KAYA SDA KO MSH BYK YG SUSAH RAKYATNYA !!",0,2025-10-13T17:53:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@naaideabuj1546,"Dawuh Gusdur 
Orang yang paling ikhlas itu adalah Pak Prabowo ❤",1,2025-10-13T17:09:32Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ombyriyana6559,"Yang Benar pasti musuh nya para elite ,yuukk masyarakat bersatu untuk melawan elit dan mendukung pejabat yang benar ,untk presiden dan menteri purbaya",0,2025-10-13T16:41:03Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@endro2115,"PURBAYA SEDANG MENYIAPKAN KAMBING HITAM, JIKA GAGAL",0,2025-10-13T15:50:44Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@khaerudin1546,Analisa yang bagus,0,2025-10-13T15:03:47Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@uwi8165,"Kenapa sih kita dipanggil Baraya, kenapa gak temen-temen atau bung aja",0,2025-10-13T14:59:12Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@SriIsnain,Ah bodo amatlah denga narasimu yg penting yg baik dan jujur dan pro rkyat  harus di dukung,0,2025-10-13T14:32:25Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@MuhammadFaris-c5i,"Ada suku2 tertentu yg ingin memecah belah, sebaiknya adakan lagi P4, supaya makin cinta dengan NKRI",0,2025-10-13T13:50:48Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@NyamNyam3143,"Kita tungu hasilnya bukan omon"" Kyk pimpinanya😂😂",0,2025-10-13T13:38:14Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@yurmitagucci422,Lalu apa kabar selama ini termul Sri Mulyani..,0,2025-10-13T13:27:54Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@deaNN.88,Sebodo teuing.... Tuang ge teu minta dia.... Mana melek repormasi da malah bikin ulah rakyat makin megap2 segala kebutuhan naek.. kemana danantara teu aya hasilna .. malah jd makanan weeempuk para koruptor n mafia.. wehleeee... Salah strategi jg ceritanya..😢,0,2025-10-13T13:01:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@BoyWiliamm-v5q,"Gimana gembul ini? Kok tdk berfikir lebih dri berfikir, padahal dlm menyampekan keagamaan sangat kental tapi kok bersebrangan dng apa yg telah disampekan sang pencipta alam semesta atokah gembul ini terbiyus sehingga jadi monster gembul",0,2025-10-13T12:58:52Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@pujisuryodharudharu7932,Gpp monsternya satu dari pada banyak monster...,0,2025-10-13T12:42:33Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@tientjerooslina9948,"☝KUAT  BASER  KEMENTERIAN   KEUANGAN  . 
KARENA  KORUPTORNYA  KUAT  MEMBAYAR  BASER   BASER . 😭😭❤🇸🇬❤
Untuk  MELAWAN  orang   JUJUR   😭😭😭",0,2025-10-13T12:13:28Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@moersinah6893,Terku😮tuk bagi mereka yg merasa di rugikan gak bia korupsi,0,2025-10-13T12:05:36Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@azuandawakanda7863,Saya yang dari malaysia pun suka dengan pak purbaya. Menteri koboi itu lagi bersinar dari menteri2 yg ada di malaysia. Semoga tuhan melindunginya.,0,2025-10-13T11:48:26Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Intansari123-n7p,"Sdh sesuai namanya sadewa , beliau bak dewa yg turun dari langit 👍",0,2025-10-13T11:16:51Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@KennedyFuad,"P😊emotongan TKD bukan untuk sektor kebutuhan dasar rakyat dan infastruktur dasar !
Pengurangan TKD untuk mengurangi pengeluaran yang tidak menyentuh lansung kebutuhan ekonomi,sosial dan pendidikan..?",0,2025-10-13T10:24:32Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Ab-zv9gr,baru kali ini saya ngikutin pejabat..emang aneh nih pak pur bisa magnet segini nya,0,2025-10-13T09:21:25Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Sunarwan-xd1nv,Walo bagaimna saat ini pak Purbaya yg di harapkan rakyat,0,2025-10-13T08:39:36Z
