subjek,final_text,label,status
Purbaya Yudhi Sadewa,hidup sederhana pikir,negatif,prediksi_model
Purbaya Yudhi Sadewa,jam harga juta mewah dar nunjukkan fungsi normal jam design ckup bagus sesuai kelas menkeu purbaya kejar gengsi gaji ckup beli jam lebioh mahal mantan jabat kepala lps,positif,prediksi_model
Purbaya Yudhi Sadewa,copot enak men biar purboyo kerja lihat rasa hasil,negatif,prediksi_model
Purbaya Yudhi Sadewa,hidup seh beliau besar kelas tengah pinggir kali dendam gaya hidup norak,positif,prediksi_model
Purbaya Yudhi Sadewa,keren purbaya ,positif,prediksi_model
Purbaya Yudhi Sadewa,aksesories gantung pakai jabat orang kaya harga kelas jabat pakai jam tangan mahal guna kurang nilai maka,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri kereeen,positif,prediksi_model
Purbaya Yudhi Sadewa,sederhana elegan sayang mewah liat creepy,positif,prediksi_model
Purbaya Yudhi Sadewa,kak kancing,negatif,prediksi_model
Purbaya Yudhi Sadewa,juta mahal gaji bulan,negatif,prediksi_model
Purbaya Yudhi Sadewa,jam tangan mahal beli jam tangan sophie martin bayar,negatif,prediksi_model
Purbaya Yudhi Sadewa,pakai jam tangan mahal type tukang cari muka atas uang hasil kerja halal,netral,prediksi_model
Purbaya Yudhi Sadewa,jabat depan isi otak tindak revolusioner tancap gas purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,jarum jam menit detik rang tambah,negatif,prediksi_model
Purbaya Yudhi Sadewa,kaget jabat smua dikulikkalau merk sempak lik,negatif,prediksi_model
Purbaya Yudhi Sadewa,topppp,negatif,prediksi_model
Purbaya Yudhi Sadewa,baju batik beliau pakai ulang ulang banyak jabat baju pakai pakai ulang,netral,prediksi_model
Purbaya Yudhi Sadewa,iya purbaya sederhana batik itu,positif,prediksi_model
Purbaya Yudhi Sadewa,doa smoga indonesia orang pintar purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,low profile isi berwibawasy harap menterifilosofi ilmu padi isi nundukjgn ilmu jagung isi tegakaamiin,negatif,prediksi_model
Purbaya Yudhi Sadewa,beda jabat rakyat fasilitas mewah tolak,negatif,prediksi_model
Purbaya Yudhi Sadewa,sehat purbayalayak ganti prabowo zaman prabowo usaha serba susah,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya wakil presiden,positif,prediksi_model
Purbaya Yudhi Sadewa,sperti srimul,negatif,prediksi_model
Purbaya Yudhi Sadewa,sikat beres purbaya mantab menkeu sidang bank plat merah lanjutkeeen purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,beliau sadarga bikin orang situ kederjd bawa nyante sidaknyamantulll pur,positif,prediksi_model
Purbaya Yudhi Sadewa,mudah spt gaya sikap sifat beliau,positif,prediksi_model
Purbaya Yudhi Sadewa,salfok ama cewe thumbnail kah,negatif,prediksi_model
Purbaya Yudhi Sadewa,biasax mentrikaya gin tdk puxa beban karna korupsi jujur transparan,negatif,prediksi_model
Purbaya Yudhi Sadewa,sombong purbaya pamer bicara sombong bikin kangen,positif,prediksi_model
Purbaya Yudhi Sadewa,tau purbaya ngga duduk kursi sedia,positif,prediksi_model
Purbaya Yudhi Sadewa,angkat derajatnsemoga lupa,negatif,prediksi_model
Purbaya Yudhi Sadewa,lumayan gila orang pemainpemain inti mafioso menujukkan taring masyarakat kawal menteri,negatif,prediksi_model
Purbaya Yudhi Sadewa,wakil presiden indonesia purbaya damping prabowoinsya allah pas kerja nyata koruptor masuk angin ken kabur,positif,prediksi_model
Purbaya Yudhi Sadewa,poko presiden berani putus,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo tdk salah pilih,negatif,prediksi_model
Purbaya Yudhi Sadewa,hahaini koboisikat jabat jabat kotor pur,negatif,prediksi_model
Purbaya Yudhi Sadewa,wapres aing,positif,prediksi_model
Purbaya Yudhi Sadewa,bukti orang pandai knp sri mulyani,positif,prediksi_model
Purbaya Yudhi Sadewa,kali gue liat menteri neng kebijakaknnya cek langsung lapor langsung gaes pajak pajak puaajakkk cap mencep serah terima jabat senyum senyum purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,penasaran trs sepak terjang purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,sehat purbaya semangat salam anak kaltim ,positif,prediksi_model
Purbaya Yudhi Sadewa,serasa kerja ditengokin bapack,positif,prediksi_model
Purbaya Yudhi Sadewa,idola purbaya hehehe,positif,prediksi_model
Purbaya Yudhi Sadewa,mbak cantikbag,negatif,prediksi_model
Purbaya Yudhi Sadewa,sebenernya pimpin lakilaki banding perempuan,positif,prediksi_model
Purbaya Yudhi Sadewa,gaul menteri tar bukti bhw hasil kerja sukses mantul keren lhaa lbh bagus mantan menkeu abadi dahulu ha,netral,prediksi_model
Purbaya Yudhi Sadewa,pandu karaoke hati jebak gunung kembar,negatif,prediksi_model
Purbaya Yudhi Sadewa,rapat catat bahu bahu langgeng praktek ribawi,negatif,prediksi_model
Purbaya Yudhi Sadewa,akhlak karakter mana namapak tulus tindak tdk sombong jabat,negatif,prediksi_model
Purbaya Yudhi Sadewa,nggak,negatif,prediksi_model
Purbaya Yudhi Sadewa,hadir menteri jajar direksi bni staff profil,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga alloh swt kuat istiqomah orang jujur amanah pro rakyat berat musuh selimut rela nyaman hidup mungkar usik,positif,prediksi_model
Purbaya Yudhi Sadewa,suka gaya pakkk bismillahamanahsemoga indonesia ekonomi baikaamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,mata menteri langsung ,negatif,prediksi_model
Purbaya Yudhi Sadewa,mbak siapaaa,negatif,prediksi_model
Purbaya Yudhi Sadewa,uang indonesia byk habisin jabat nyayg gaji langit pasilitas mewah rakyt byr pajak ampas,negatif,prediksi_model
Purbaya Yudhi Sadewa,beliau,positif,prediksi_model
Purbaya Yudhi Sadewa,presiden ahok menkeunya purbaya sejahtera negara,positif,prediksi_model
Purbaya Yudhi Sadewa,suka lihat karakter menteri ini,netral,prediksi_model
Purbaya Yudhi Sadewa,mantap menteri juos juos,positif,prediksi_model
Purbaya Yudhi Sadewa,moga bpk menkeu sehat aleh allah swtuntuk selesai uang dinegri,positif,prediksi_model
Purbaya Yudhi Sadewa,kawal lindung purbaya bisaaaa,positif,prediksi_model
Purbaya Yudhi Sadewa,gaya,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya wapres tandem dedi mulyadi,positif,prediksi_model
Purbaya Yudhi Sadewa,duduk tdknya butuh rakyat alias citra rakyat butuh kerja nyata kembali ekonomi rakyat jerit ekonmi,negatif,prediksi_model
Purbaya Yudhi Sadewa,wajah direksi bni tegang pmentri duduk kursi utama situ smua blajar direksibahwa tdk smua orang suka istimewakansmga spt,negatif,prediksi_model
Purbaya Yudhi Sadewa,polos buka wajar sosok menkeu cerdas putra putri bangsa beliau jelas sifat transparan rakyat suka beliau kes arogan sehat umur boss,positif,prediksi_model
Purbaya Yudhi Sadewa,mana loe teman,negatif,prediksi_model
Purbaya Yudhi Sadewa,salfok samabajunya cece dah kek pergi pesta,negatif,prediksi_model
Purbaya Yudhi Sadewa,cocok banget tribuns,positif,prediksi_model
Purbaya Yudhi Sadewa,keren menteri purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,love purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,moga koboy djanggo bunyamin sueb bela rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,mantap pur,positif,prediksi_model
Purbaya Yudhi Sadewa,ayo beres uang negara sampe cecer tangan tangan,positif,prediksi_model
Purbaya Yudhi Sadewa,humbel,negatif,prediksi_model
Purbaya Yudhi Sadewa,ubah metri uang,positif,prediksi_model
Purbaya Yudhi Sadewa,manusia,negatif,prediksi_model
Purbaya Yudhi Sadewa,cari royke tauke sana malu sikatt bandarr agen kreditt bni komando,negatif,prediksi_model
Purbaya Yudhi Sadewa,asliii real dedi mulyadi palsu citra urus receh coba suruh ngurus pagar laut,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkeu idola ceria ber adab,positif,prediksi_model
Purbaya Yudhi Sadewa,selamat beliau jabat menteri ganteng beliau wajah sinar,positif,prediksi_model
Purbaya Yudhi Sadewa,tunggu ott,netral,prediksi_model
Purbaya Yudhi Sadewa,lumayan menteri rusak msh menteri harap rakyat purbaya ahy bagus rusak kompeten singkir,positif,prediksi_model
Purbaya Yudhi Sadewa,alarm nyala,negatif,prediksi_model
Purbaya Yudhi Sadewa,kursix samakrn rapat jabat bank bni beliau takut kursix jampi jdi wajar cari kursi acak,negatif,prediksi_model
Purbaya Yudhi Sadewa,isi britanyayg bijak berat rakyat ndakkalo pajak ngaruh,negatif,prediksi_model
Purbaya Yudhi Sadewa,sahaja,negatif,prediksi_model
Purbaya Yudhi Sadewa,thun peras naik pajakkkk cekik rakyat ganti purbaya mnjadi kemenkeu moga rakyat mnjadi bhagia,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya teman nih teman teman teman degdeg gua mah,positif,prediksi_model
Purbaya Yudhi Sadewa,gaskeun,negatif,prediksi_model
Purbaya Yudhi Sadewa,blusukan wkwk,negatif,prediksi_model
Purbaya Yudhi Sadewa,tri keliling salamanlow profile,negatif,prediksi_model
Purbaya Yudhi Sadewa,ujung capres partai politik,negatif,prediksi_model
Purbaya Yudhi Sadewa,hebat pur sederhana,positif,prediksi_model
Purbaya Yudhi Sadewa,pimpin gila hormat purbaya sehat semangat purbaya rakyat indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,semangat menkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya nggak usir berani pak,positif,prediksi_model
Purbaya Yudhi Sadewa,bni bnyak mafia tmn dana situ salahgunakan moga ganti menteri uang trbuka dana tmn yng blok bni kasihan rakyat hasil jerih payah sulit puluh moga sadar hai orang dzolim,negatif,prediksi_model
Purbaya Yudhi Sadewa,senyumya,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri satusatunya anggap menteri,positif,prediksi_model
Purbaya Yudhi Sadewa,ken kerjainta lowong purbaya orang bni tlong anak lahir kena phk,negatif,prediksi_model
Purbaya Yudhi Sadewa,hallo jabat bank himbara suka duduk kursi empuk,positif,prediksi_model
Purbaya Yudhi Sadewa,hati jilat spertinya,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya ganteng pinter cerdas degane kambil ijo bejane sing duwe bojo duwie akeh pis smga rakyat sejahtera,positif,prediksi_model
Purbaya Yudhi Sadewa,orang ganteng moga depan,positif,prediksi_model
Purbaya Yudhi Sadewa,jabat kayak beliau,positif,prediksi_model
Purbaya Yudhi Sadewa,menteri ramah banget sapa jabat tangan,positif,prediksi_model
Purbaya Yudhi Sadewa,menteri harga kerja,negatif,prediksi_model
Purbaya Yudhi Sadewa,gaya rock star make nkri great again,positif,prediksi_model
Purbaya Yudhi Sadewa,patut contoh tdk gila harta jabatanselalu rendah hati menkeu hebat,positif,prediksi_model
Purbaya Yudhi Sadewa,biaya administrasi bank tel rampok tabung habis ludes tanungan hehehe,negatif,prediksi_model
Purbaya Yudhi Sadewa,tabung habis bayar administrasi biaya bank rakyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,alexandra askandarsekarang bni,negatif,prediksi_model
Purbaya Yudhi Sadewa,lihat lihat aura kayak anis,netral,prediksi_model
Purbaya Yudhi Sadewa,menkeu royal anggar belanja pegawai sulawesi selatan makassar,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya orang sahaja,positif,prediksi_model
Purbaya Yudhi Sadewa,neng baca komentar moga purbaya komen ttg beliau slalu dlam lindung allah swt aamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,hati hati tuntun duduk pur jarum,positif,prediksi_model
Purbaya Yudhi Sadewa,bismillahirrahmanirrahim moga allaah bimbing tunjuk beliau amanah jalan tugas tingkat ekonomi masyarakat man jadda wajadda,positif,prediksi_model
Purbaya Yudhi Sadewa,neng lihat orang pinter,negatif,prediksi_model
Purbaya Yudhi Sadewa,petinggi bni jilat,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngomong citra,negatif,prediksi_model
Purbaya Yudhi Sadewa,tahan kebofohan fan adil haik tinggal kursih luar bagus,negatif,prediksi_model
Purbaya Yudhi Sadewa,nggaau duduk kutsih utama bagus,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri humble bijak pihak rakyat balik sri mulfirauni,positif,prediksi_model
Purbaya Yudhi Sadewa,lgi bangun individual branding salah pilih beliau mengkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,klu pilih bawah menteri gimna pimpin,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngumpul suruh kerja jamgan nyantai kantor pake,negatif,prediksi_model
Purbaya Yudhi Sadewa,mantaaab lena rayu curi koruptor bedasi munafik jilat,negatif,prediksi_model
Purbaya Yudhi Sadewa,marie muhammad,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga bijak bawah tekan atas bawah tmen ketik,netral,prediksi_model
Purbaya Yudhi Sadewa,menteri kabinet kapasitas titip parpol balasbudi politik,positif,prediksi_model
Purbaya Yudhi Sadewa,allah lindung menkeu purbaya tuntun beliau amanah sukses bangun ekonomi rakyat negeri aminn allah,positif,prediksi_model
Purbaya Yudhi Sadewa,kerennnn luarbiasa menkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,fungsi kontrol juara menteri uang,netral,prediksi_model
Purbaya Yudhi Sadewa,entot enak,negatif,prediksi_model
Purbaya Yudhi Sadewa,keren seoarang kemenkeu nothing lose penting rakyat ekonomi,negatif,prediksi_model
Purbaya Yudhi Sadewa,hebat nih menkeumuter nyalamin lochbiasanya bawah maju nyalaminini kebaliksehat menkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,gemetar rapat awas menteri,positif,prediksi_model
Purbaya Yudhi Sadewa,shock therapy,negatif,prediksi_model
Purbaya Yudhi Sadewa,puur  mul ,negatif,prediksi_model
Purbaya Yudhi Sadewa,selamat menkeu purbaya kerja baru moga efek ekonomi baik,positif,prediksi_model
Purbaya Yudhi Sadewa,jossss,negatif,prediksi_model
Purbaya Yudhi Sadewa,bubar pinjol judol pakjangan pelihara korban,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri keren genius sombong purbaya musuh tikus rampok negara moga alloh lindungin purbaya aamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,lhaa purbaya sidak bebas duduk kursi mana kecuali rapat atur pas rapatpak purbaya duduk kurs sidak nglesot boleh,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya tdk ambil kursi utama nyaman ngomongnya nyaman dengar keluh bawahanya rasa purbaya sahsaja,positif,prediksi_model
Purbaya Yudhi Sadewa,bapak cowboy low profileknpa anak kmren belagu bet,negatif,prediksi_model
Purbaya Yudhi Sadewa,jabat benergak butuh hormat baur,negatif,prediksi_model
Purbaya Yudhi Sadewa,duduk dengar kadang pimpin pimpin arah,negatif,prediksi_model
Purbaya Yudhi Sadewa,gigit cabik tdk bener kerjannya,negatif,prediksi_model
Purbaya Yudhi Sadewa,contoh menteri coboy baikdan cerdas,positif,prediksi_model
Purbaya Yudhi Sadewa,kuasaiilmu uang koboi pede hadapin smua gempur,negatif,prediksi_model
Purbaya Yudhi Sadewa,cew knp pake batik,negatif,prediksi_model
Purbaya Yudhi Sadewa,dek dek serrrrrrr tuh,negatif,prediksi_model
Purbaya Yudhi Sadewa,terus menteri rakyatmendoakan engkau nyata mausidak memggambarkan bersih jujurkita butuh,negatif,prediksi_model
Purbaya Yudhi Sadewa,sehat menteri humble ganteng tuhan kati indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,wooowcool hes style bravo purbaya ,positif,prediksi_model
Purbaya Yudhi Sadewa,orang pinter gin isi kepala apaya,negatif,prediksi_model
Purbaya Yudhi Sadewa,duduk kursi tara anak buah masalahyang isi bicara manfaat rakyat terus sederhana,negatif,prediksi_model
Purbaya Yudhi Sadewa,citra trus kau babi,negatif,prediksi_model
Purbaya Yudhi Sadewa,muke cengobingung liatliatan lempar pandang bengong krn rapat ngerumpi,negatif,prediksi_model
Purbaya Yudhi Sadewa,salah menteri paham jobdesk nyayg tolol kayak,positif,prediksi_model
Purbaya Yudhi Sadewa,sidak cek transaksi treasurynya borong dollar lucu duduk kursi utama abis nuntut nanya,negatif,prediksi_model
Purbaya Yudhi Sadewa,mantaff kreen pis mugia amanah purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,mohon kalo sidak tau dtg gabung rapat direksi,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri purbaya hebat,positif,prediksi_model
Purbaya Yudhi Sadewa,biar liat songong gpp jabat gas biar ngerasain gaji guede ketulungan mantap,positif,prediksi_model
Purbaya Yudhi Sadewa,menteri uang bener spt bumn sidak,positif,prediksi_model
Purbaya Yudhi Sadewa,emang turun langsung anti pencitraankerja nyata,negatif,prediksi_model
Purbaya Yudhi Sadewa,gagal fokus dewan direksibanyak amatjadi wajar yaa satset ambil bijak kalah swastabelum biaya gaji dewan pasti fantastis efek suku bunga kredit retailumkm digit,negatif,prediksi_model
Purbaya Yudhi Sadewa,berterinakasihlah jarah,negatif,prediksi_model
Purbaya Yudhi Sadewa,iki pimpin seng josss,netral,prediksi_model
Purbaya Yudhi Sadewa,ketar tir menkeu kerja nyata,positif,prediksi_model
Purbaya Yudhi Sadewa,kabar baik lengser sayton sri mulyani,positif,prediksi_model
Purbaya Yudhi Sadewa,keren,positif,prediksi_model
Purbaya Yudhi Sadewa,masuk eko masuk pur,netral,prediksi_model
Purbaya Yudhi Sadewa,sok uzon lihat kerja nilai bpk menkeunyakan tunggu aja insha allaah ubah positif indonesiamanusia sempurna,netral,prediksi_model
Purbaya Yudhi Sadewa,purbaya tara jerome powell jenius,positif,prediksi_model
Purbaya Yudhi Sadewa,sbnrnya sop mng duduk kursi ters but bilng knpa pas kontenin nolak duduk dsitu paham duduk dmna sensasi trus,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang pinter sederhana moga sukses,positif,prediksi_model
Purbaya Yudhi Sadewa,takuttt ibuuu purbaya nggigit kokkk,positif,prediksi_model
Purbaya Yudhi Sadewa,wajar jaim,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga rendah hati purbaya rendah hati langkah hasil gue demen nih gaya menteri moga menteri nih ahok daya patriot ,positif,prediksi_model
Purbaya Yudhi Sadewa,liat trus liat video anak miris,negatif,prediksi_model
Purbaya Yudhi Sadewa,sehat bapa purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,kerennnnn purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,bni tikus,negatif,prediksi_model
Purbaya Yudhi Sadewa,mantap boss,positif,prediksi_model
Purbaya Yudhi Sadewa,bersih,negatif,prediksi_model
Purbaya Yudhi Sadewa,kerja bener pasti negara bangkrut entar jadiin presiden ganti prabowo,positif,prediksi_model
Purbaya Yudhi Sadewa,sok ntar udah thn lihat gmn kerja,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkeu humble ramah disamperin disalamin moga lancar amanah emban tugas negara,positif,prediksi_model
Purbaya Yudhi Sadewa,kalo lihat bukti dlu nyembah menteri nilai tukar rupiah dolar kuat nilai ihsg,negatif,prediksi_model
Purbaya Yudhi Sadewa,neng menteri fuul senyum,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri sepuh ngganteng kharismatik pinterjd harap rakyat bijak ringan rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,kerenlgs kikuk hahamantab mentrimmg hrsnya spt ituga dikit kursi vip,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga bpk purbaya pulih ekonomi nilai tukar dolar lemah rupiah kuat ekonomi jalan normal harap tangkap copot oknum dirjen nakal korup,positif,prediksi_model
Purbaya Yudhi Sadewa,sayang detik bunga pinjam blm turun akses kur ngga gimana menteri,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri pihak rakyat indonesia ,positif,prediksi_model
Purbaya Yudhi Sadewa,tusuk dana syarat peminjamanya ribet fakta lapang perban meribetkan pinjam umkn atur oemerinrah,negatif,prediksi_model
Purbaya Yudhi Sadewa,tolong sejahtera pensiun janji pingin bayar,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri purbaya wajib pecat orang orang bumn,positif,prediksi_model
Purbaya Yudhi Sadewa,keren menkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,pakpurbaya emang okeee bingit,negatif,prediksi_model
Purbaya Yudhi Sadewa,pusing direksi bank bumnalamat tantiem ini,negatif,prediksi_model
Purbaya Yudhi Sadewa,lindung tuhan sempurna purbaya team,positif,prediksi_model
Purbaya Yudhi Sadewa,sidak pertamina,negatif,prediksi_model
Purbaya Yudhi Sadewa,mantabs mah,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabu purbaya idola indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,anda orang kabinet tri purbaya indonesia maju sejahtera kerja nyata bangsa negara mantap kaleng,positif,prediksi_model
Purbaya Yudhi Sadewa,mantap sidak bripara teller kerja lambat proporsional,positif,prediksi_model
Purbaya Yudhi Sadewa,tolong resin menteri ,positif,prediksi_model
Purbaya Yudhi Sadewa,mantap menteri uang,positif,prediksi_model
Purbaya Yudhi Sadewa,mohon maaf nilai beda perintah jokowi prabowo signifikan jajar perintah jokowi bicara kerja nyata sesuai tugas kewajibanl perintah bicara tugas bicara kiyai guru humas perintah ceramah media reporter bakul jamu komentator saya,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkeu cerdas nih,positif,prediksi_model
Purbaya Yudhi Sadewa,jenismodel menteri,positif,prediksi_model
Purbaya Yudhi Sadewa,koordinasi menteri bumn krn bank plat merah bawah koordinasi,negatif,prediksi_model
Purbaya Yudhi Sadewa,semangat purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,tau sosmed muncul menkeu baru pdhal muncul sosmed menkeu aneh,positif,prediksi_model
Purbaya Yudhi Sadewa,omong suwe koyok taek mbul gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,mafia main mata perintah,negatif,prediksi_model
Purbaya Yudhi Sadewa,kereen guru gembul saya simak,negatif,prediksi_model
Purbaya Yudhi Sadewa,tuju dapat guru gembul cerdas rakyat tipu politik citra lihat penuh darah,negatif,prediksi_model
Purbaya Yudhi Sadewa,doa purbaya kuat membrantas mafia gantung allah,positif,prediksi_model
Purbaya Yudhi Sadewa,top purbaya top rakyat top dukung,positif,prediksi_model
Purbaya Yudhi Sadewa,pintar wowo lindung kuasa sejahtera masyarakat aja,positif,prediksi_model
Purbaya Yudhi Sadewa,maaf guru sama era srimulyani purbaya era sri uang nganggur pur uang produktif kait utang negara masuk dlm rencana pur hitung,positif,prediksi_model
Purbaya Yudhi Sadewa,gara pinokio temen gorong,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul move jokowi,negatif,prediksi_model
Purbaya Yudhi Sadewa,mana mafia jahat licik akal bulus birokrat abdi masyarakat rakyat bawa arus mafia cari uang samping ngurus susah birokrat rangkap biro jasa ilegalsegala urus uang lancar salah menang kalah perkara hukum,negatif,prediksi_model
Purbaya Yudhi Sadewa,sok pintar sok tau omongkodong mulu halu gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,liat bpk gembul ngira doang,negatif,prediksi_model
Purbaya Yudhi Sadewa,nrocos bergenti ujung pangkal,negatif,prediksi_model
Purbaya Yudhi Sadewa,nrocos sealannya kmna point gembol,negatif,prediksi_model
Purbaya Yudhi Sadewa,koruptor termul ketar tir panik,negatif,prediksi_model
Purbaya Yudhi Sadewa,dukun,negatif,prediksi_model
Purbaya Yudhi Sadewa,komen negatipitu syirik irih dengki tdl orang bnr,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembol sol pinter,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat indonesia mari kompak dukung purbaya segenap kuat doa,positif,prediksi_model
Purbaya Yudhi Sadewa,uda bul adu domba umatmendingan tidur ajamasih orang pinter jenius banding bul,negatif,prediksi_model
Purbaya Yudhi Sadewa,iya salah gemar,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang orang gampang pesona umpama gadis cantik persis cantik,positif,prediksi_model
Purbaya Yudhi Sadewa,mutu,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul kpan kenal menkeu,negatif,prediksi_model
Purbaya Yudhi Sadewa,tdk kenal orang asalmana tdk benci tarik orang that man not fit for the job menteri uang percayakanpada orang credibilitasnya nggak kasihanpresiden prabowonya rusa reputasi,positif,prediksi_model
Purbaya Yudhi Sadewa,rasa menteri uang algoritma view muncul wajar paham kes sengaja kemas heroik,positif,prediksi_model
Purbaya Yudhi Sadewa,menteri bantu presiden,positif,prediksi_model
Purbaya Yudhi Sadewa,orang kayak pinter,negatif,prediksi_model
Purbaya Yudhi Sadewa,mantaap guru gembul jembatan publik gelabui tingkat curang rekayasamanipulasi atas mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,bang abg kalkulasi kah gera dahulu purbaya beliau eks monster beliau tahu jadi senjata musnah monster,positif,prediksi_model
Purbaya Yudhi Sadewa,kemaren lengser purbaya bayar mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,sotta nyambung nyambung,negatif,prediksi_model
Purbaya Yudhi Sadewa,btewe alien dikenaln brp,negatif,prediksi_model
Purbaya Yudhi Sadewa,manajemen konflik kang tuju kontrol mudah pimpin kendali organisasi,positif,prediksi_model
Purbaya Yudhi Sadewa,rakyat indonesia pihak dukung purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,juta manusia kalang pimpin indonesia orang jujur jari rakyat jaman raja rakyat sabar tuhan,positif,prediksi_model
Purbaya Yudhi Sadewa,neg muntah,negatif,prediksi_model
Purbaya Yudhi Sadewa,allah kuat selamat sehat orang negeri ini,positif,prediksi_model
Purbaya Yudhi Sadewa,rakyat indonesia masihgoblok uang ribu suruh demo oligarki kwakwakwa,negatif,prediksi_model
Purbaya Yudhi Sadewa,mbg program rakyat bagus ide mbg awas mana orang buat tetep afa orang khianat bravo presiden,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga purbaya menteri uang baik,positif,prediksi_model
Purbaya Yudhi Sadewa,selesai turutin agenda global bikin digital aka tanda dajjal aka mark the beast tdk orang korupsi,negatif,prediksi_model
Purbaya Yudhi Sadewa,rsjyat dukung adil,positif,prediksi_model
Purbaya Yudhi Sadewa,monster malak kemren lepas,negatif,prediksi_model
Purbaya Yudhi Sadewa,negri orang pro rakyat serang mafia miris rakyat gampang adu domba,negatif,prediksi_model
Purbaya Yudhi Sadewa,kritik perintah ngoceh doang coba masuk jabat trus buktiin hebat kritik agama islam pesantren hati asuh sanggup trus kritik kontribusi nyata lapang biar manfaat omon belakang tok penting hasil konten pribadi,positif,prediksi_model
Purbaya Yudhi Sadewa,heran kalo auto skip guru gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,menkeu kendali moneter guru,positif,prediksi_model
Purbaya Yudhi Sadewa,butuh menteri uang bosa action senyap koar koar korban sasar salah tembak rakyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,urus perut rakyat politisirrakyat nilai rasa pimpin bikin rakyat tenang tentram,positif,prediksi_model
Purbaya Yudhi Sadewa,sampe detik cari keburu menkeu,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngeri banget media,positif,prediksi_model
Purbaya Yudhi Sadewa,rawa pandawa saudara musuh gerak kendali dalang gantung dalang,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabowo cari didlm tdk,negatif,prediksi_model
Purbaya Yudhi Sadewa,suka purbaya jahat geng solo,positif,prediksi_model
Purbaya Yudhi Sadewa,udah dapet duit youtube donasi,negatif,prediksi_model
Purbaya Yudhi Sadewa,drama doang senjata politik prabowo prabowo jahat ham,positif,prediksi_model
Purbaya Yudhi Sadewa,teori cak gebul ngawur,negatif,prediksi_model
