date,tokoh,text,clean_text,label,source
2025-12-06T00:34:56Z,Purbaya Yudhi Sadewa,"Tumben sekalli RG mengakui seseorang cerdas  , tandanya orang tersebut memang cerdas",tumben sekalli aku orang cerdas tanda orang sebut memang cerdas,positif,auto-labeled
2025-12-06T00:01:11Z,Purbaya Yudhi Sadewa,"KDM ,dan PYS calon pemimpin didepan kalau kita sebagai rakyat kalau ingin mendukung mereka tenggelamkan partai partai PDIP Golkar pan Nasdem di 2029 agar tidak bikin ricuh",kdm pys calon pimpin depan rakyat dukung tenggelam partai partai pdip golkar pan nasdem 2029 ricuh,netral,auto-labeled
2025-12-05T23:23:00Z,Purbaya Yudhi Sadewa,"Gila emang Kemenkeu ini, belum pernah ada yang setransparan ini, dulu kita selalu bertanya tanya kemana uang sitaan kenapa gak pernah di publikasi, tapi sekarang beda",gila memang kemenkeu transparan selalu tanya tanya uang sita publikasi sekarang beda,netral,auto-labeled
2025-12-05T19:40:57Z,Purbaya Yudhi Sadewa,"RG too cuma omon omon, gak ada karya too",too omon omon karya too,netral,auto-labeled
2025-12-05T19:21:58Z,Purbaya Yudhi Sadewa,Kalo RG yg muji kualitas orang itu sdah luar biasa,muji kualitas orang sdah luar,negatif,auto-labeled
2025-12-05T18:31:21Z,Purbaya Yudhi Sadewa,"tenang bung, oraang itu di backup juga oleh rakyat, sampai langkahnya yang baik demi bangsa ini terhambat oleh cawe cawe, nepal jilid 2 sangat dimungkinkan terjadi di konoha.",tenang bung oraang backup rakyat langkah baik bangsa hambat cawe cawe nepal jilid mungkin jadi konoha,positif,auto-labeled
2025-12-05T18:00:07Z,Purbaya Yudhi Sadewa,"Bukan cuma presiden yang dukung dia, rakyat juga ikut itu paling penting",dukung rakyat ikut penting,positif,auto-labeled
2025-12-05T17:41:30Z,Purbaya Yudhi Sadewa,Rakyat backup purbaya..,rakyat backup,negatif,auto-labeled
2025-12-05T17:16:10Z,Purbaya Yudhi Sadewa,Ini negara bukan punya bahlil.. Pak prabowo harus transaksi dgn rakyat... Klo cmn golkar keluar dr pemerintah bodo amat negara bukn milik partai... 😂😂😂,negara punya bahlil transaksi rakyat cmn golkar keluar perintah bodo negara bukn milik partai,negatif,auto-labeled
2025-12-05T16:46:54Z,Purbaya Yudhi Sadewa,Analisanya mantap,analisanya mantap,positif,auto-labeled
2025-12-05T14:53:58Z,Purbaya Yudhi Sadewa,Makanya yg kaya Bahlil copot sudah..😮,makanya kaya bahlil copot,negatif,auto-labeled
2025-12-05T14:31:54Z,Purbaya Yudhi Sadewa,Pantes susah nyingkirin vahlil,pantes susah nyingkirin vahlil,negatif,auto-labeled
2025-12-05T14:17:53Z,Purbaya Yudhi Sadewa,Orang jujur dan amanah jangankan di bek up presiden rakyat seluruh Indonesia mem bek up BPK Purbaya,orang jujur amanah jangan bek rakyat seluruh indonesia mem bek bapak,positif,auto-labeled
2025-12-05T13:49:34Z,Purbaya Yudhi Sadewa,Alah kemeren aj ngeledek bandingin adeknya skrg muji,alah kemeren ngeledek bandingin adeknya sekarang muji,negatif,auto-labeled
2025-12-05T13:25:32Z,Purbaya Yudhi Sadewa,"Saat in memeng kita hrus brsatu pak roki, bukan mlsha kekoboian, siapa yg hrus saya andalkan pak roki, lma2 mati konyol 😂",memeng hrus brsatu roki mlsha koboi hrus andal roki lma2 mati konyol,netral,auto-labeled
2025-12-05T13:16:06Z,Purbaya Yudhi Sadewa,Tenang pak rakyat Indonesia yg mendukung pak Pur aya,tenang rakyat indonesia dukung pur aya,positif,auto-labeled
2025-12-05T12:55:28Z,Purbaya Yudhi Sadewa,Yaaaaaa legmitasinya di backup rakyat lah pak rocky,yaaaaaa legmitasinya backup rakyat lah rocky,negatif,auto-labeled
2025-12-05T12:29:36Z,Purbaya Yudhi Sadewa,Cocotmu ruungg gerung,cocotmu ruungg gerung,netral,auto-labeled
2025-12-05T11:46:38Z,Purbaya Yudhi Sadewa,Makanya Partai2 lbh baik di Bubarkan dan Insyaallah DPR serta Polri juga menyusul di Bubarkan.,makanya partai2 lebih baik bubar insyaallah dpr polri susul bubar,positif,auto-labeled
2025-12-05T11:40:29Z,Purbaya Yudhi Sadewa,ya kan pak Purbaya sdh bilang..  wewenang dia sudah di dukung pak presiden,wewenang dukung,positif,auto-labeled
2025-12-05T11:00:00Z,Purbaya Yudhi Sadewa,"Setuju sama rocky,,mungkin butuh waktu untuk bersih2 ngga bisa instan karna bisa perang politik ,bahaya buat rakyat jg karna mereka2 beruang semua",tuju sama rockymungkin butuh waktu bersih2 ngga instan karna perang politik bahaya rakyat karna mereka2 beruang,netral,auto-labeled
2025-12-05T09:35:48Z,Purbaya Yudhi Sadewa,"JADI BERHENTI PERCAYA DENGAN NIAT BAIK DARI PARTAI POLITIK....
SEMUA ITU HANYA SIFATHYA SEMENTARA...
YANG ABADI HANYA KEPENTINGAN BAGI PARTAI POLITK...",henti percaya niat baik partai politik sifathya abadi penting partai politk,netral,auto-labeled
2025-12-05T08:35:16Z,Purbaya Yudhi Sadewa,"Komentarnya banyak yg ngomong percaya pak Pur kita pasti dukung pak Pur,tapi kepercayaan macam apa yg kalian percayai ? Dan dukungan apa terhadap pak Pur ? Gimana cara kalian melindungi pak Pur?",komentar ngomong percaya pur dukung purtapi percaya macam apa kalian percaya dukung apa pur gimana cara kalian lindung pur,netral,auto-labeled
2025-12-05T07:10:10Z,Purbaya Yudhi Sadewa,"Pak purbaya bagus
Bahlil no...",bagus bahlil,positif,auto-labeled
2025-12-05T06:16:52Z,Purbaya Yudhi Sadewa,Berarti selama ini yg menghambat kerja bagus para menteri adalah partai2  ya...tp rakyat indonesia harus cerdas dan kompak bs membedakan mana2 pejabat yg bela rakyat mana yg cm penciptaan / kamuflase...kita dukung yg tulus u rakyat harga mati pokoe...,arti lama hambat kerja bagus partai2 yatp rakyat indonesia cerdas kompak beda mana2 jabat bela rakyat cipta kamuflasekita dukung tulus rakyat harga mati pokoe,positif,auto-labeled
2025-12-05T06:13:59Z,Purbaya Yudhi Sadewa,Masalahnya apa...lu kalau ga punya backup mau gaya koboi malah dibantai.,masalah apalu punya backup gaya koboi malah bantai,netral,auto-labeled
2025-12-05T06:06:37Z,Purbaya Yudhi Sadewa,".....tapi bisa saja dalam pandangan presiden, ketua partai dengan gerbongnya lebih bernilai dari seorang menteri 😂",pandang ketua partai gerbong lebih nila orang,netral,auto-labeled
2025-12-05T05:43:45Z,Purbaya Yudhi Sadewa,Lah partai mana yg bisa jalan tanpa rakyat....,lah partai jalan rakyat,negatif,auto-labeled
2025-12-05T05:33:14Z,Purbaya Yudhi Sadewa,cerdas ❤❤,cerdas,positif,auto-labeled
2025-12-05T05:05:32Z,Purbaya Yudhi Sadewa,Kalian para mafia ingat lah  pak purbaya punya dukungan penuh dari rakyat Indonesia,kalian mafia ingat lah punya dukung penuh rakyat indonesia,positif,auto-labeled
2025-12-05T05:05:15Z,Purbaya Yudhi Sadewa,"Jangan dengarkan pak purbaya orang yg menakutimu
Yg penting kamu kerja benar dan kerja jujur untuk kepentingan bersama

Jikapun nanti suatu saat kamu digeser
Orang akan memandangmu sebagai pahlawan rakyat
Dan orang akan mendukungmu untuk pilpres selanjutnya",dengar orang takut penting kerja benar kerja jujur penting sama jika geser orang pandang pahlawan rakyat orang dukung pilpres lanjut,positif,auto-labeled
2025-12-05T04:07:25Z,Purbaya Yudhi Sadewa,emang sih pak prabowo kelihatan tidak sepenuhnya mendukung kinerja kemenkeu. jadi sering tabrakan ketika purbaya menekan prabowo melunak.,memang lihat sepenuh dukung kerja kemenkeu tabrak tekan lunak,positif,auto-labeled
2025-12-05T03:53:36Z,Purbaya Yudhi Sadewa,Membantu jokowi juga gak bilang rocky gerung,bantu rocky gerung,positif,auto-labeled
2025-12-05T03:28:21Z,Purbaya Yudhi Sadewa,Serem ya mau jadi org jujur aja di atas sana taruhan nyawa… ga d back up president mah uda kelar karirnya…,rem org jujur atas taruh nyawa back president mah uda kelar karirnya,negatif,auto-labeled
2025-12-05T03:20:13Z,Purbaya Yudhi Sadewa,Rocky ngomong doang.. Klo loe mampu bwa negeri ini ke arah yg pasti maju.. Bacot doang kerja ka ga,rocky ngomong doang loe mampu bwa negeri arah maju bacot doang kerja,negatif,auto-labeled
2025-12-05T03:12:22Z,Purbaya Yudhi Sadewa,"NGOCEH AYAM GORENG ROCKY 
KAWIN CEPET BRO",ngoceh ayam goreng rocky kawin cepet bro,netral,auto-labeled
2025-12-05T02:48:12Z,Purbaya Yudhi Sadewa,"*RG sedang memberi pesan kepada Prabowo supaya full 100% backUp Purbaya*
Itu point nya☝️",sedang beri pesan full 100 backup point,positif,auto-labeled
2025-12-05T02:19:01Z,Purbaya Yudhi Sadewa,"Sampai Bahlil berani cawe2 Mentri yang jujur , saya yakin Bahlil akan di buat seperti pejabat di Nepal telanjangi buang ke laut biar di sengat ubur 2 ...😂",bahlil berani cawe2 tri jujur yakin bahlil jabat nepal telanjang buang laut sengat ubur,positif,auto-labeled
2025-12-05T01:54:44Z,Purbaya Yudhi Sadewa,GK usah khawatir kalo ada pemerintah yg pro rakyat kami rakyat ada di belakang anda .,usah khawatir perintah pro rakyat rakyat belakang,negatif,auto-labeled
2025-12-05T00:33:30Z,Purbaya Yudhi Sadewa,"Org jujur harus kita dukung
Bahasa Koboi,arogansi itu cuma istilah aja.. selama Menkeu kerja benar,jujur kita dukung (Hajar Tikus2 Negara)
Jng dengering RG omon2",org jujur dukung bahasa koboiarogansi istilah lama kerja benarjujur dukung hajar tikus2 negara jng dengering omon2,positif,auto-labeled
2025-12-05T00:06:54Z,Purbaya Yudhi Sadewa,"Betul purbya gak diragukan. Klo ekonomi.
PndAi Dan sdh  Bantu pmrinth",betul purbya ragu ekonomi pndai bantu pmrinth,positif,auto-labeled
2025-12-05T00:06:02Z,Purbaya Yudhi Sadewa,"Gua masih mau hidup. Mau komentari pemerintahan juga ngeri² sedep skrng, walaupun ada nya kebebasan berpendapat. Yang berpower semoga bisa mewakili deh. 
Males di track dan kena intimidasi lalu klarifikasi. 🥱😏",gua hidup komentar perintah ngeri sedep skrng walaupun bebas dapat berpower moga wakil deh males track kena intimidasi klarifikasi,netral,auto-labeled
2025-12-04T23:45:12Z,Purbaya Yudhi Sadewa,"Paham, klo bu srimulyani lebih baik nikmatin hidup , dari pada pusing  bu    ..",paham srimulyani lebih baik nikmatin hidup pusing,positif,auto-labeled
2025-12-04T23:13:59Z,Purbaya Yudhi Sadewa,Rakyat PRIBUMI yg ingin kaya bwrsama dengan pak Purbaya Siap backUp pak Purbaya dan Rakyat Pribumi  siap berperang dengan Mafia dan cukong demi merah putih,rakyat pribumi kaya bwrsama siap backup rakyat pribumi siap perang mafia cukong merah putih,negatif,auto-labeled
2025-12-04T22:36:54Z,Purbaya Yudhi Sadewa,"Purbaya langkah nyata....
Rocky bacot aja...",langkah nyata rocky bacot,negatif,auto-labeled
2025-12-04T21:19:21Z,Purbaya Yudhi Sadewa,Cara bubarin partai gimna? 😅,cara bubarin partai gimna,netral,auto-labeled
2025-12-04T20:20:46Z,Purbaya Yudhi Sadewa,Bisa gak sih rakyat kucilkan partai ?? atau atau bentuk 2 partai aja jgn banyak2 biar isinya orang2 terbaik saja yg berpolitik..!!,rakyat kucil partai bentuk partai banyak2 isi orang2 baik politik,netral,auto-labeled
2025-12-04T19:48:17Z,Purbaya Yudhi Sadewa,"Teringat akan kata2 Sukarno 
Berikan aku 10 anak muda indonesia akan  aku guncang dunia 
Baru 2 orang aja Dedy Muliadi dan Purbaya 
Indonesia sudah bergetar tingal 8 lagi yg di butuhkan pak Prabowo indonesia emas ada d depan mata",ingat kata2 sukarno ikan anak muda indonesia guncang dunia baru orang dedy muliadi indonesia getar tingal butuh indonesia emas mata,positif,auto-labeled
2025-12-04T19:47:18Z,Purbaya Yudhi Sadewa,Penilaian Rocky tulus. Semoga pak presiden realistis dgn pak Purbaya,nilai rocky tulus moga realistis,positif,auto-labeled
2025-12-04T19:44:34Z,Purbaya Yudhi Sadewa,"Dunia politik dunia bintang,  dunia hura hura para binatang",dunia politik dunia bintang dunia hura hura binatang,netral,auto-labeled
2025-12-04T19:22:49Z,Purbaya Yudhi Sadewa,Rakyat bersama pak purbaya,rakyat sama,positif,auto-labeled
2025-12-04T18:30:42Z,Purbaya Yudhi Sadewa,Macam betul aja kau gerong,macam betul kau gerong,negatif,auto-labeled
2025-12-04T18:24:48Z,Purbaya Yudhi Sadewa,"udah bung percuma nanti pas pilpres warga wakanda lebih demen milih yg kerja depan kamera yg berani main di got di banding yg beneran cerdas .wkwkwkw
faktanya negri ini dah di doktrin kalo yg cerdas itu selalu di bilang cuma pinter ngomong rakyat butuh pemimpin yg bisa bersihin got di banding bersihin yg korup😂😂😂",udah bung percuma pas pilpres warga wakanda lebih demen milih kerja kamera berani main got banding beneran cerdas wkwkwkw fakta negri dah doktrin cerdas selalu pinter ngomong rakyat butuh pimpin bersihin got banding bersihin korup,positif,auto-labeled
2025-12-04T18:19:55Z,Purbaya Yudhi Sadewa,kebanyakan bacot... para komentator emang paling pinter nilai... kalo turun ke lapangan juga ga bisa apa2,banyak bacot komentator memang pinter nilai turun lapang apa2,negatif,auto-labeled
2025-12-04T18:17:38Z,Purbaya Yudhi Sadewa,setuju bnag Rocky.. dari awal bikin geger sy jg berpendapat seperti itu,tuju bnag rocky awal geger dapat,netral,auto-labeled
2025-12-04T18:10:22Z,Purbaya Yudhi Sadewa,menurut saya dukungan dari masyarakat sudah cukup untuk pak purbaya untuk ke amanan back up dari pak prabowo,dukung masyarakat aman back,positif,auto-labeled
2025-12-04T18:01:46Z,Purbaya Yudhi Sadewa,"betul sekali bung roky,percayalah ada yang menunggu se upil kesalahan pak purbaya.jangan sampai seperti kasus ahok",betul sekali bung rokypercayalah tunggu upil salah purbayajangan kasus ahok,netral,auto-labeled
2025-12-04T17:58:38Z,Purbaya Yudhi Sadewa,Jarang pak roky memuji orang😮,jarang roky puji orang,netral,auto-labeled
2025-12-04T17:45:06Z,Purbaya Yudhi Sadewa,Kemarin dibilang cuma juru bayar,kemarin bilang juru bayar,negatif,auto-labeled
2025-12-04T17:06:33Z,Purbaya Yudhi Sadewa,rugi garong ga nyenggol ga makan😂😂😂,rugi garong nyenggol makan,negatif,auto-labeled
2025-12-04T16:55:38Z,Purbaya Yudhi Sadewa,"Rakyat Mendukung Purbaya, partai partai ga dukung rakyat bubar aja lah",rakyat dukung partai partai dukung rakyat bubar lah,positif,auto-labeled
2025-12-04T16:54:09Z,Purbaya Yudhi Sadewa,"Bolehlah orang lain menilai pak Purbaya sebagai orang yang Koboy atau apapunlah itu, yang jelas kami rakyat Indonesia sangat setuju tindakannya.",boleh orang nilai orang koboy apapunlah jelas rakyat indonesia tuju tindak,netral,auto-labeled
2025-12-04T16:52:10Z,Purbaya Yudhi Sadewa,Hanya orang2 yang merasa terancam bisnis kotornya yang makan duit rakyat dan menjual sumber kekayaan  Indonesia yang gak setuju dengan sepak terjangnya pak Purbaya.,orang2 rasa ancam bisnis kotor makan duit rakyat jual sumber kaya indonesia tuju sepak terjang,negatif,auto-labeled
2025-12-04T16:48:00Z,Purbaya Yudhi Sadewa,"Biarkan arogansi demi kesejahteraan rakyat, jangan lurus lurus aja cari amannya sendiri. Rakyat sangat senang dan bangga punya pak Purbaya. Bravo pak Purbaya lanjutkan terus apa yang ada di pemikiran pak Purbaya, kami rakyat Indonesia sangat mendukung bapak.",biar arogansi sejahtera rakyat lurus lurus cari aman sendiri rakyat senang bangga punya bravo lanjut terus apa pikir rakyat indonesia dukung,positif,auto-labeled
2025-12-04T16:47:50Z,Purbaya Yudhi Sadewa,Sayaa suka purbaya banyak kata kata tentang bisnis terutama ekspor membuat saya bersemangat terbukti saya sudah daftar dan semangat ikut flexy ekspor shopee. I❤ purbaya,sayaa suka bisnis utama ekspor buat semangat bukti daftar semangat ikut flexy ekspor shopee,positif,auto-labeled
2025-12-04T16:47:25Z,Purbaya Yudhi Sadewa,Tuhan danRakyat back up pak purbaya... oi tocki,tuhan danrakyat back tocki,positif,auto-labeled
2025-12-04T16:40:10Z,Purbaya Yudhi Sadewa,"Memang benar pak Purbaya gak ada decking di pemerintahan selain pak Prabowo, tapi jangan lupa jika kerja pak Purbaya bagus dan semakin baik pasti seluruh rakyat Indonesia pasti akan mendukung pak Purbaya kecuali orang miskin Otak seperti para preman dari seluruh partai apalagi partai banteng",memang benar decking perintah lupa kerja bagus makin baik seluruh rakyat indonesia dukung orang miskin otak preman seluruh partai partai banteng,positif,auto-labeled
2025-12-04T16:39:45Z,Purbaya Yudhi Sadewa,Kalau pak purbawa turun dari Menkeu pasti banyak lagi tuh demo demo,purbawa turun demo demo,netral,auto-labeled
2025-12-04T16:34:50Z,Purbaya Yudhi Sadewa,"Inti nya di Prabowo. Gak perlu sikap deh, kalau saja ada ucapan salah/selip dikit aja dr Prabowo ke purbaya, udah pasti dihajar itu purbaya. Krn dianggap Prabowo sudah gak back up dia.",inti perlu sikap deh ucap salahselip dikit udah hajar anggap back,positif,auto-labeled
2025-12-04T16:27:19Z,Purbaya Yudhi Sadewa,"Purbaya vs partai = partai vs RAKYAT.
Maju terus pak Pur,
Rata2 umur manusia skrg 70 tahun.
Gunakan sisah 10 tahun lagi umurmu untuk modal akhirat pak Pur. 
Kesempatan gak datang berkali-kali 👍👍👍
Semangat pak Pur 🎉",partai partai rakyat maju terus pur rata2 umur manusia sekarang tahun guna sisah tahun umur modal akhirat pur sempat datang berkalikali semangat pur,netral,auto-labeled
2025-12-04T16:25:36Z,Purbaya Yudhi Sadewa,Baru kali ini Bung Rocky bilang ada mentri yg cerdas 😂,baru kali bung rocky tri cerdas,positif,auto-labeled
2025-12-04T16:06:44Z,Purbaya Yudhi Sadewa,"jadi sebagai rakyat, kita yg harus beckup pak purbaya ,buat lengserin cawek2 partai..setuju..",rakyat beckup lengserin cawek2 partaisetuju,negatif,auto-labeled
2025-12-04T16:03:05Z,Purbaya Yudhi Sadewa,"Terus Mentri ini kerjanya harus bagaimana ?
Kerja betul bisa bahaya karena melawan ketua2 partai.
Kalo kerja GK betul malah lu yg paling banyak protes duluan 😂😂😂",terus tri kerja bagaimana kerja betul bahaya lawan ketua2 partai kerja betul malah protes duluan,netral,auto-labeled
2025-12-04T16:02:01Z,Purbaya Yudhi Sadewa,wah. boleh jg sih analisis nya ini. pak purbaya musti baca signal ini,analisis musti baca signal,negatif,auto-labeled
2025-12-04T15:56:55Z,Purbaya Yudhi Sadewa,Musuh rakyat partai politik kah?????????,musuh rakyat partai politik,netral,auto-labeled
2025-12-04T15:45:11Z,Purbaya Yudhi Sadewa,Backup prabowo emg penting tapi ada netizen juga backup an terpenting,backup emg penting netizen backup penting,positif,auto-labeled
2025-12-04T15:41:42Z,Purbaya Yudhi Sadewa,"Skrng pd ngerti kan kenapa bahlil masih mnjabat, padalah kerjanya aneh aneh dari prtambangan diraja ampat sampe bbm dicampur ini itu, bukannya prbaiki kualitas bbmnya..",skrng ngerti bahlil mnjabat pada kerja aneh aneh prtambangan diraja ampat sampe bbm campur bukan prbaiki kualitas bbmnya,negatif,auto-labeled
2025-12-05T23:43:10Z,Purbaya Yudhi Sadewa,"Karena mereka melihat dari yang sebelum2 nya..bukan orang2 terbaik negri yang dipake di pemerintahan ,malah yang deket dengan penguasa,para penjilat dan yg ada hubungan keluarga lah yang malah masuk di pemerintahan",lihat sebelum2 nyabukan orang2 baik negri dipake perintah malah deket penguasapara jilat hubung keluarga lah malah masuk perintah,netral,auto-labeled
2025-12-05T23:34:44Z,Purbaya Yudhi Sadewa,MAKSUDNYA... Gen Z lebih realistis gitu ??,maksud gen lebih realistis gitu,netral,auto-labeled
2025-12-05T23:05:33Z,Purbaya Yudhi Sadewa,Jalanin aja dulu kuliah bener 5-6 tahun masalah kerja ngikutin yang penting kita peofesonal di bidang yang di pelajari 🎉🎉,jalanin kuliah bener tahun masalah kerja ngikutin penting peofesonal bidang ajar,netral,auto-labeled
2025-12-05T22:06:12Z,Purbaya Yudhi Sadewa,"Persis Kayak Anak Saya, GenZ.
Padahal pinter,..Mereka punya gaya dn kemauanNya Sendiri.
Alhamdulillah skrg sdh mandiri😊",persis anak genz pintermereka punya gaya mau sendiri alhamdulillah sekarang mandiri,netral,auto-labeled
2025-12-05T15:35:39Z,Purbaya Yudhi Sadewa,"Ditambah cuma modal orang tua,, bisa jadi wapres... Makin jadi itu gen z,,, ngapain sekolah tinggi2,, kalah ama orang dalam",tambah modal orang tua wapres makin gen ngapain sekolah tinggi2 kalah ama orang,netral,auto-labeled
2025-12-05T14:15:40Z,Purbaya Yudhi Sadewa,Betul tuh... Ketidakpastian yg tinggi... Krna jika mreka skolah 5-6 tahun dan pemerintah sudah brganti pmimpin.. belum tentu mreka yg akn di tugaskan...,betul ketidakpastian tinggi krna mreka skolah tahun perintah brganti pmimpin mreka akn tugas,netral,auto-labeled
2025-12-05T13:45:18Z,Purbaya Yudhi Sadewa,Pemikiran seprti itu muncul karena faktor ketidak pastian yg tinggi dari negara sendiri.apa bnar mreka akan di pake. Apa ank pejabat yg di pake😂😂😂 dan mreka dh punya utang di rumah😂😂,pikir seprti muncul faktor tidak pasti tinggi negara sendiriapa bnar mreka pake apa ank jabat pake mreka punya utang rumah,negatif,auto-labeled
2025-11-26T09:51:42Z,Purbaya Yudhi Sadewa,Mtp,mtp,netral,auto-labeled
2025-11-24T04:24:23Z,Purbaya Yudhi Sadewa,Jgan keburu buru.. Pak Purbaya itu baik dan bagus.. Tapi dia butuh dukungan Power yg kuat.. skarang ini momen yg bagus karena Pusat kuat Dipegang Pak Prabowo presiden Pro Rakyat dan dia punya power tuk brantaa mafia korupsi dan petambangan.. Karena mantan tentara dan seorang Jendral yg kuat...  smoga 20 tahun lagi Pak Prabowo jd Presiden.. siapa saja bisa jdi presiden tapi soal power full hanya Pak Prabowo saat ini.. dan didukung Para mentri yg jujur dan berani,jgan keburu buru baik bagus butuh dukung power kuat skarang momen bagus pusat kuat pegang pro rakyat punya power tuk brantaa mafia korupsi tambang mantan tentara orang jendral kuat smoga tahun soal power full dukung tri jujur berani,positif,auto-labeled
2025-11-14T14:13:07Z,Purbaya Yudhi Sadewa,Jangan takut dengan siafun yang jadi fengkhianat bangsa rakyat bersama mu kalau fak furbaya baya di usik olih mafia,takut siafun fengkhianat bangsa rakyat sama fak furbaya baya usik olih mafia,positif,auto-labeled
2025-11-10T02:34:11Z,Purbaya Yudhi Sadewa,pateenn kandaaa,pateenn kandaaa,netral,auto-labeled
2025-11-09T12:26:19Z,Purbaya Yudhi Sadewa,Purbaya is securing the mandate of Article 33 of the 1945 Constitution according to the President's order,securing the mandate article the 1945 constitution according the presidents order,negatif,auto-labeled
2025-11-08T11:19:53Z,Purbaya Yudhi Sadewa,Purbaya Vs mafia koruptor,mafia koruptor,netral,auto-labeled
2025-11-07T14:03:38Z,Purbaya Yudhi Sadewa,Yg korup pasti musui,korup musui,netral,auto-labeled
2025-11-06T08:48:07Z,Purbaya Yudhi Sadewa,👍👈,,netral,auto-labeled
2025-11-06T06:44:26Z,Purbaya Yudhi Sadewa,"Brantas korupsi di Indonesia...yang semakin parah. Semoga segera terwujud...Negara Indinesia ""Baldatun thoyyibatun wa Rabbun Nggofuur. Insyaa Allah",brantas korupsi indonesiayang makin parah moga segera terwujudnegara indinesia baldatun thoyyibatun rabbun nggofuur insyaa allah,netral,auto-labeled
2025-11-04T23:39:34Z,Purbaya Yudhi Sadewa,"Korupsi di Republik ini sdh terlalu parah, terutama di penyelenggara negara, Pak Purbaya melihat itu dan menyampaikan dg gaya nya sbg MenKeu yg di back up Presiden. Rakyat pun pasti mendukung siapapun yg membela kepentingan rakyat🔥",korupsi republik terlalu parah utama selenggara negara lihat sampai gaya back rakyat dukung siapa bela penting rakyat,netral,auto-labeled
2025-11-04T21:59:39Z,Purbaya Yudhi Sadewa,"Kenapa PRABOWO TIDAK MAU TANGKAP Si PENJAHAT BESAR, Si BAJINGAN LICIK, DALANG UTAMA KORUPSI, PENGKHIANAT BANGSA dan NEGARA yang bernama JOKO WIDODO ? Ya karena PRABOWO merasa BERHUTANG BUDI pada JOKOWI yang dibungkus dng kata-kata yang LAIN di MULUT LAIN di HATI  : MIKUL DHUWUR MENDHEM JERO pada JOKOWI. Itulah PRESIDEN OMON-OMON NDHAS-mu MLOCOT.",tangkap jahat besar bajing licik dalang utama korupsi khianat bangsa negara nama joko widodo rasa hutang budi bungkus dng katakata mulut hati mikul dhuwur mendhem jero omonomon ndhasmu mlocot,negatif,auto-labeled
2025-11-03T21:00:16Z,Purbaya Yudhi Sadewa,Orang jujur lawan  orang jahat😅😅,orang jujur lawan orang jahat,negatif,auto-labeled
2025-11-03T15:07:46Z,Purbaya Yudhi Sadewa,"Si Piliang ini gak paham multiplier ekonomi 🤣🤣, pertanyaannya menjebak.. sepertinya Piliang ini goblok akut, sipiliang ini seakan akan itu Purbaya rival Prabowo 🤣🤣. Padahal yg menunjuk Purbaya sebagai Menkeu adalah Prabowo..!!  Prabowo menunjuk Purbaya supaya bisa mengaplikasikan pandangan ekonomi Prabowo yaitu PARADOX INDONESIA..!!",piliang paham multiplier ekonomi tanya jebak seperti piliang goblok akut sipiliang akan rival tunjuk tunjuk aplikasi pandang ekonomi paradox indonesia,negatif,auto-labeled
2025-11-03T07:06:23Z,Purbaya Yudhi Sadewa,Para pejabat yg tidak suka menkeu adalah kelompok  pki gaya baru itu pendapat sy pribadi,jabat suka kelompok pki gaya baru dapat pribadi,negatif,auto-labeled
2025-11-03T04:49:49Z,Purbaya Yudhi Sadewa,Rakyat mendukungmu Purbaya.bersihkanlah negeri ini  dari rampok yang berdasi disekitarmu.,rakyat dukung purbayabersihkanlah negeri rampok das sekitar,positif,auto-labeled
2025-11-03T03:44:00Z,Purbaya Yudhi Sadewa,Orang yanggak suka dengan pak purbaya ini orang yang lahan nya terganggu untuk koropsi selama ini mereka tak ada  ngusik kedatangan purbaya mereka takut  kerna purbaya menjelas kan dengan fakta selama ini   mreka di  sembunyikan,orang yanggak suka orang lahan ganggu koropsi lama ngusik datang takut kerna jelas fakta lama mreka sembunyi,negatif,auto-labeled
2025-11-03T01:03:28Z,Purbaya Yudhi Sadewa,"Lawannya pasti perampok uang Negara semua, harus kita beking pak purbaya. Pak pur baya bekerja jujur, dia ngak perduli org mau benci atau suka bodoh amat. Yg penting apa yg di suruh presiden kerjakan. Karena bos nya bpk presiden.",lawan rampok uang negara beking pur baya kerja jujur ngak duli org benci suka bodoh penting apa suruh kerja bos bapak,negatif,auto-labeled
2025-11-02T22:18:50Z,Purbaya Yudhi Sadewa,"Tdk yg hebat dengan Purbaya...
Dia hanya personal branding saja 
Blm ada kebijakan yg fundamental yang dibuat nya....",hebat personal branding bijak fundamental buat,negatif,auto-labeled
2025-11-02T17:45:05Z,Purbaya Yudhi Sadewa,Keterbukaan Pak Purbaya membuat mereka yang terbiasa di zona nyaman tersinggung karena kawatir kebuka boroknya,buka buat biasa zona nyaman singgung kawatir buka borok,positif,auto-labeled
2025-11-02T16:57:06Z,Purbaya Yudhi Sadewa,Tipikal purbaya klo di sekolah itu seperti anak pintar yang ga mau di contek dan ga mau nyontek,tipikal sekolah anak pintar contek nyontek,netral,auto-labeled
